iter,val,proj,gnorm,dnorm,xnorm,step,maxstep
1.0,29.999999999992724,0.0,4331.198684423055,8.579670077873699,8.660254037844387,0.43317858312177493,1.0
2.0,-678.4201772704546,0.0,4329.718307818502,4.895702614448159,9.38713198466609,0.4653248338947526,1.0
3.0,-1094.9120051132413,0.0,4328.907114187611,2.7006569526986666,10.437552257404699,0.507861855461493,1.0
4.0,-1333.0550639756802,0.0,4328.467090487052,1.4313987568641313,11.191928113919145,0.6014466177812157,1.0
5.0,-1470.2911300886553,0.0,4328.231209904049,0.6957682875840296,11.656791953695489,0.8073392353570373,1.0
6.0,-1543.2797337705197,0.0,4328.119549472742,0.2527013501083948,11.906279820610228,1.0,1.0
7.0,-1560.6595549787635,0.0,4328.101357103229,0.06335171893934761,11.95810822382944,1.0,1.0
8.0,-1560.6620422466185,0.0,4328.106312678465,0.012862997286380668,11.953862697476803,1.5250194926473468,2.065710163632914
9.0,-1560.6621684089223,0.0,4328.10715695903,0.001687486920755238,11.953495122354253,1.0213971675919635,19.62288178892184
10.0,-1560.6621698632553,0.0,4328.107073121782,0.00015014147148812926,11.953525180142535,0.0,0.0
