iter,val,proj,gnorm,dnorm,xnorm,step,maxstep
1.0,2.9999999999997726,0.0,3040.193143126272,1.2205165182940263,1.2247448713915892,0.45746639960365665,1.0
2.0,-74.46674658108964,0.0,3040.1185085348598,0.6624340464885364,1.3404172604645987,0.4623049225993283,1.0
3.0,-116.65249857995423,0.0,3040.079014516397,0.3579082799502762,1.4888240210555117,0.4680751293575906,1.0
4.0,-139.533972259444,0.0,3040.057778765546,0.19261602495754052,1.5876530043578017,0.47740094674046024,1.0
5.0,-151.9228378358257,0.0,3040.046385705157,0.10257515961171962,1.6454466894255761,0.4905091644135223,1.0
6.0,-158.5677960771211,0.0,3040.040333669653,0.053661087497869527,1.6775116243387358,0.5076887524327783,1.0
7.0,-162.06986807482713,0.0,3040.037176871586,0.02734877951299422,1.6946677794862581,0.5292860851445439,1.0
8.0,-163.866763706058,0.0,3040.035575185613,0.013447435728660789,1.703520153557297,0.555691181524333,1.0
9.0,-164.75464062417973,0.0,3040.0347934982665,0.006304403866583535,1.7078952905737208,0.587308246091367,1.0
10.0,-165.17154352140778,0.0,3040.034431541801,0.002777185923796424,1.7099430667368596,0.6245000649116216,1.0
11.0,-165.35448407132026,0.0,3040.034275251597,0.0011283867197530966,1.710836508103874,0.6674910935797888,1.0
12.0,-165.42790586701722,0.0,3040.034213716824,0.0004127589113232842,1.7111922317874337,0.0,0.0
