iter,val,proj,gnorm,dnorm,xnorm,step,maxstep
1.0,30.0,1.0,449.22194105227805,191.26098908926372,12.24744871391589,0.033782068371290205,0.033782068371290205
2.0,-1060.691935116456,2.0,439.666175173155,147.49254934198137,13.77389108079425,0.0005407687377723456,0.0005407687377723456
3.0,-1072.4370547207018,2.0,439.5694159615178,146.49052758994,13.810021850727413,0.0003838501926240877,0.0003838501926240877
4.0,-1080.6649452880374,2.0,439.5014070277196,145.57574344905888,13.835450034458914,0.000484182448189131,0.000484182448189131
5.0,-1090.9112065147524,2.0,439.41579582753536,144.65952790108562,13.867698787253333,5.587414724903621e-05,5.587414724903621e-05
6.0,-1092.080257829829,2.0,439.4060005192498,144.0379680097046,13.871426453053052,1.1003303996609111e-05,1.1003303996609111e-05
7.0,-1092.3085352484397,2.0,439.40406367737194,143.5165673233252,13.872150474664837,0.0005254283071843683,0.0005254283071843683
8.0,-1103.1139883289836,2.0,439.3121254400597,142.57743823976716,13.90688468575626,6.49427651651626e-05,6.49427651651626e-05
9.0,-1104.4339130725666,2.0,439.30086250573225,142.02063095978176,13.91112956051977,0.00020021920973782443,0.00020021920973782443
10.0,-1108.4699172083233,2.0,439.26629331752906,141.29277849652243,13.924068427278028,8.08121387382351e-05,8.08121387382351e-05
11.0,-1110.082836604159,2.0,439.25231696963283,140.81756276028332,13.929296341260516,4.733398998431085e-05,4.733398998431085e-05
12.0,-1111.0213193025136,2.0,439.2442398073642,140.29888527757987,13.932360021376558,0.00027716035637878676,0.00027716035637878676
13.0,-1116.4724402198235,2.0,439.1972809434623,139.55134252206653,13.950342028638946,5.097547042393308e-06,5.097547042393308e-06
14.0,-1116.5717113081423,2.0,439.19641978488596,139.10505697223567,13.950672922155034,0.00016916514559334905,0.00016916514559334905
15.0,-1119.843472811137,2.0,439.16813070326424,138.40606618264687,13.961668525696291,0.00018105792225062267,0.00018105792225062267
16.0,-1123.3100154196632,2.0,439.1378077791118,137.7822836316848,13.973295452936295,4.159447021087773e-06,4.159447021087773e-06
17.0,-1123.3889772191633,2.0,439.13711585512306,137.36989964050105,13.973559211156438,0.000253021001079783,0.000253021001079783
18.0,-1128.1600523302393,2.0,439.09562315647463,136.64540562321181,13.989443841094277,5.9429533862003124e-05,5.9429533862003124e-05
19.0,-1129.2695239405828,2.0,439.0859067513366,136.15597911676716,13.993127164762692,0.0001688071588989753,0.0001688071588989753
20.0,-1132.39738510158,2.0,439.05860604592937,135.57826350221626,14.003471437453918,0.0006929654538330343,0.0006929654538330343
21.0,-1145.109144321118,2.0,438.9482523312413,134.59830439130144,14.046191020567685,1.7312799115599172e-05,1.7312799115599172e-05
22.0,-1145.4227792834167,2.0,438.94553947323266,134.15868247559254,14.047246328783835,0.00040839723690572205,0.00040839723690572205
23.0,-1152.7645966936716,2.0,438.8823441257399,133.34010811693304,14.072220402935857,0.00015538347070975203,0.00015538347070975203
24.0,-1155.526002692155,2.0,438.85842479229365,132.8581488614614,14.081738805788952,1.449475762686976e-05,1.449475762686976e-05
25.0,-1155.7818431340304,2.0,438.85623235022496,132.35278279652283,14.082626869042173,0.00014460685766762768,0.00014460685766762768
26.0,-1158.3139032539557,2.0,438.83441708593244,131.82180858761328,14.09149500396715,0.0003597078516800413,0.0003597078516800413
27.0,-1164.5580834699174,2.0,438.78088571524296,131.05373246687702,14.113348091117611,0.00018025345727264587,0.00018025345727264587
28.0,-1167.6523462685482,2.0,438.75419056774416,130.4304903711186,14.12417192106568,5.613179868032542e-05,5.613179868032542e-05
29.0,-1168.6071124237246,2.0,438.7459070335947,129.99627764966584,14.1274991154337,4.461052590696636e-05,4.461052590696636e-05
30.0,-1169.3608909025095,2.0,438.73941543034994,129.60257999402694,14.130143839319187,5.81378780094162e-05,5.81378780094162e-05
31.0,-1170.3372612230758,2.0,438.7311023667412,129.03474817462268,14.133551620709166,1.8572824554344963e-05,1.8572824554344963e-05
32.0,-1170.6464817569708,2.0,438.7284424582206,128.63947425525308,14.134640164836508,3.2144079704949525e-05,3.2144079704949525e-05
33.0,-1171.1783570904374,2.0,438.72391180745973,128.1767024640175,14.136524093253781,0.00018472987579268163,0.00018472987579268163
34.0,-1174.211744968111,2.0,438.6981399710175,127.53147475090518,14.147363693576848,6.50216388331875e-06,6.50216388331875e-06
