iter,val,proj,gnorm,dnorm,xnorm,step,maxstep
1.0,3.0,1.0,3064.313467232424,164.78347919495246,12.24744871391589,0.024039544088443724,0.024039544088443724
2.0,-633.9025349263211,2.0,3063.5741387948747,155.57700005159143,12.866538641192259,2.428308885803584e-05,2.428308885803584e-05
3.0,-634.4902738319433,2.0,3063.573474232351,154.30249447375127,12.867705582670254,0.0028485492349572283,0.0028485492349572283
4.0,-702.1224723032246,2.0,3063.498261485004,152.41175287819277,13.00700961157136,3.0356730492420553e-05,3.0356730492420553e-05
5.0,-702.8276184020506,2.0,3063.497491526622,151.36616542114973,13.00855716547617,0.0015726768107354422,0.0015726768107354422
6.0,-738.8049659087446,2.0,3063.4588933282366,149.9647920582632,13.08854511281834,3.399082471034441e-05,3.399082471034441e-05
7.0,-739.5693753170126,2.0,3063.4580884333986,149.0117849109139,13.090310611350182,0.0015924007385610102,0.0015924007385610102
8.0,-774.8730123926944,2.0,3063.421600663439,147.6937458851069,13.17289486431455,3.787206201338218e-05,3.787206201338218e-05
9.0,-775.6991022243528,2.0,3063.420763730196,146.82121676903935,13.17489809050535,0.0008534614421840499,0.0008534614421840499
10.0,-794.081471182988,2.0,3063.4025101522575,145.75466269505702,13.219543716840988,4.002578989713617e-05,4.002578989713617e-05
11.0,-794.9317631393678,2.0,3063.40168341999,144.9148098574524,13.22165905179286,2.9424452775599614e-05,2.9424452775599614e-05
12.0,-795.5496679215903,2.0,3063.4010955436975,144.0719052712027,13.223180612967031,1.0962636192525782e-05,1.0962636192525782e-05
13.0,-795.7772138236833,2.0,3063.4008839137095,143.22729458052387,13.22374766282912,2.9059615815686416e-05,2.9059615815686416e-05
14.0,-796.3733279064072,2.0,3063.400342523303,142.37128823035567,13.22525125613918,1.0958785248448619e-05,1.0958785248448619e-05
15.0,-796.5954555818716,2.0,3063.4001457873665,141.5130477959187,13.225805529099528,0.0006681217819072097,0.0006681217819072097
16.0,-809.9665844365336,2.0,3063.388611338316,140.52257623451158,13.259102125927885,4.2199480717636095e-05,4.2199480717636095e-05
17.0,-810.7998469290251,2.0,3063.387896118647,139.69825214161574,13.261221619152693,0.0005239072732371647,0.0005239072732371647
18.0,-821.0191068271924,2.0,3063.3791673303567,138.76588416686022,13.287120090818341,4.362616873481358e-05,4.362616873481358e-05
19.0,-821.8591365779175,2.0,3063.3784183356274,137.9565175425599,13.289289677063879,0.0015784214163365728,0.0015784214163365728
20.0,-851.8550876202353,2.0,3063.350511815198,136.87919881368055,13.367586211766202,5.026180239073517e-05,5.026180239073517e-05
21.0,-852.7967443332418,2.0,3063.3496108632526,136.1945665886191,13.370123206037064,0.00013485195757174007,0.00013485195757174007
22.0,-855.2977917721073,2.0,3063.3471492936214,135.41229591925202,13.376809728485348,4.801504711852424e-05,4.801504711852424e-05
23.0,-856.1781798608281,2.0,3063.346302536012,134.64771297742863,13.379194454186107,0.0008963922148384432,0.0008963922148384432
24.0,-872.4161550441968,2.0,3063.331056115059,133.7005381905397,13.423239154150586,5.055677549746595e-05,5.055677549746595e-05
25.0,-873.3198571840003,2.0,3063.3302286852877,132.96213358264174,13.425746165870713,0.0017810712602747204,0.0017810712602747204
26.0,-904.7550221219535,2.0,3063.3021872272193,131.89100740705055,13.514031538895784,5.733036372767709e-05,5.733036372767709e-05
27.0,-905.7522450663091,2.0,3063.3012073305804,131.24398763834975,13.516921851560635,0.0006046223181820667,0.0006046223181820667
