iter,val,proj,gnorm,dnorm,xnorm,step,maxstep
1.0,10.0,1.0,260.88061341607647,108.52211565901591,7.0710678118654755,0.03420047513297445,0.03420047513297445
2.0,-370.65353042187394,2.0,256.814208938378,95.72201810293878,7.943002047244092,0.0005110843858378522,0.0005110843858378522
3.0,-375.33270610186776,2.0,256.7641851470892,94.62379592945133,7.965546287495479,0.00014968410972728073,0.00014968410972728073
4.0,-376.672610353599,2.0,256.74968350390026,93.64115003358961,7.97193011090858,0.0005314088952602958,0.0005314088952602958
5.0,-381.3284664597743,2.0,256.69890143104806,92.55626197882178,7.994736589573529,0.0001797966114985826,0.0001797966114985826
6.0,-382.8682850123091,2.0,256.6819773719748,91.56240714895203,8.002196947382352,0.0005474433854319216,0.0005474433854319216
7.0,-387.4539138683018,2.0,256.6311600551322,90.47255595082305,8.025055913319306,0.001390645017871745,0.001390645017871745
8.0,-398.81159641758643,2.0,256.50429322965056,89.27229543231006,8.081834896533081,0.0006349958909922757,0.0006349958909922757
9.0,-403.86713019919193,2.0,256.44797611236703,88.30291176860179,8.108166932189645,0.00010728114874473017,0.00010728114874473017
10.0,-404.70350109860954,2.0,256.43868576491127,87.4736266331527,8.112482453603002,2.0409345973649016e-06,2.0409345973649016e-06
11.0,-404.7191175350257,2.0,256.43851271318846,86.61703459267805,8.112564639455044,0.0006354807396914775,0.0006354807396914775
12.0,-409.48199377018716,2.0,256.38520400622025,85.59619007643876,8.138290857582014,2.1188439339398118e-05,2.1188439339398118e-05
13.0,-409.63722998961,2.0,256.38344924808666,84.80419972454996,8.139120043265962,0.00010070313086211397,0.00010070313086211397
14.0,-410.36134366917736,2.0,256.3752849561786,83.94675962103406,8.142923717462473,0.00011358324619712353,0.00011358324619712353
15.0,-411.1616251257095,2.0,256.3662294460414,83.04680511146265,8.147219161904628,0.0005524267385465898,0.0005524267385465898
16.0,-414.9682022693398,2.0,256.3226761999467,82.06290168107563,8.168217668335862,0.00010578889869409429,0.00010578889869409429
17.0,-415.6804968446554,2.0,256.3144971809279,81.15747317858508,8.17210052573032,0.0003133115394795226,0.0003133115394795226
18.0,-417.7430767299147,2.0,256.2905401738862,80.22841128341983,8.183171715677332,2.2064263556590205e-05,2.2064263556590205e-05
19.0,-417.8850904012745,2.0,256.2888889336468,79.45506304796704,8.183952263708203,0.0006781017919902884,0.0006781017919902884
20.0,-422.16126500230905,2.0,256.2393494452333,78.44386971086644,8.208105642720257,5.83335628267268e-05,5.83335628267268e-05
21.0,-422.5201824166645,2.0,256.2351891042972,77.6731728818973,8.210108321069539,0.002798195679671198,0.002798195679671198
22.0,-439.3226767017529,2.0,256.04137176283683,76.30708601478129,8.304925100301226,0.0008999622253611748,0.0008999622253611748
23.0,-444.55507516541957,2.0,255.98100343560313,75.45499558832326,8.336103508474961,0.0008667937651970523,0.0008667937651970523
24.0,-449.48294955918175,2.0,255.92411785551195,74.59237635649015,8.365469488774181,0.0009419380550282972,0.0009419380550282972
25.0,-454.7156167255805,2.0,255.86396725989692,73.72573421656672,8.397756820937513,0.001150935015702693,0.001150935015702693
26.0,-460.9592628784736,2.0,255.79254303354514,72.80795936760491,8.436395714510041,0.001008728921865017,0.001008728921865017
27.0,-466.2974096810907,2.0,255.73158594990406,71.94393769774662,8.470654328728429,0.0002460304506614828,0.0002460304506614828
