iter,val,proj,gnorm,dnorm,xnorm,step,maxstep
1.0,300.0,1.0,56.56810337993842,28.644593335138726,122.47448713915891,0.5036788689042005,1.6084431168140503
2.0,93.3625387870834,1.0,48.84184607827662,2.458498966218609,122.08992802082976,44.11667341974191,44.11667341974191
3.0,-87.22786280751444,17.0,52.17215554820963,16.570132728719383,14.131197410360874,1.806992413060827e-08,1.806992413060827e-08
4.0,-87.2278677689606,2.0,52.17215535986397,16.437779181833196,14.131197488594339,0.002070610477438089,0.002070610477438089
5.0,-87.78634415857073,2.0,52.150936931887266,16.247471982757446,14.14020028714555,0.011698829036028022,0.011698829036028022
6.0,-90.8436490966015,2.0,52.034567612003464,15.802640945474687,14.192206395133622,0.0009677206867490236,0.0009677206867490236
7.0,-91.08511398550371,2.0,52.02536354096064,15.657111627522754,14.196491997874404,0.00869010550442432,0.00869010550442432
8.0,-93.1999737312018,2.0,51.94463171769649,15.317600974210455,14.235555816123158,0.014853726149877065,0.014853726149877065
9.0,-96.64237711377001,2.0,51.81291432935959,14.842592590806113,14.303656038185665,0.017671752719614305,0.017671752719614305
10.0,-100.47958552879686,2.0,51.66568738819466,14.32906342428279,14.386053437169126,0.005174301618002178,0.005174301618002178
11.0,-101.537583862133,2.0,51.625020275049565,14.125237463801183,14.41002494224551,0.019457075833477867,0.019457075833477867
12.0,-105.3599223577385,2.0,51.47776952012102,13.61653434454344,14.502114740460401,0.022337439446921674,0.022337439446921674
13.0,-109.4294494258354,2.0,51.32056256761389,13.079489479734347,14.608818805339922,0.022443831907016994,0.022443831907016994
14.0,-113.20297759879756,2.0,51.17441414242159,12.574892023737297,14.716254521608949,0.005561432356297743,0.005561432356297743
15.0,-114.07871033782666,3.0,51.14044940204094,12.360291366819503,14.742390626552806,0.046013961549897904,0.046013961549897904
16.0,-120.86908633200957,2.0,50.87606391193978,11.48062006439555,14.966602001218865,0.02374619734458774,0.02374619734458774
17.0,-123.94537038912858,2.0,50.75605435585991,11.051780803056534,15.078182340598541,0.03759305373304922,0.03759305373304922
18.0,-128.41466717514513,2.0,50.581350614908345,10.43473950577571,15.254369731165342,0.025530782535925278,0.025530782535925278
19.0,-131.14536473911684,2.0,50.4745118975383,10.039538162705632,15.370121722285731,0.03217941554366865,0.03217941554366865
20.0,-134.31767581536533,2.0,50.35027648224311,9.577544007447282,15.513790811614198,3.669065426689212e-05,3.669065426689212e-05
21.0,-134.3210413427165,2.0,50.35014474434896,9.553588982230197,15.513947426837188,0.028504811292395488,0.028504811292395488
22.0,-136.87340231263227,2.0,50.250093033396,9.17192303118142,15.637513009903268,0.002159835761730043,0.002159835761730043
23.0,-137.0548404973461,2.0,50.242984696807085,9.125330578682538,15.646515108966321,0.0060364123116750015,0.0060364123116750015
24.0,-137.5555323385187,2.0,50.22335394212612,9.033520558815608,15.671675561318109,0.004801666160836105,0.004801666160836105
25.0,-137.94615707104305,2.0,50.2080304714811,8.960511897166066,15.691568655726917,0.007101204198058438,0.007101204198058438
