iter,val,proj,gnorm,dnorm,xnorm,step,maxstep
1.0,100.0,1.0,383.98738658479857,159.66657581043071,50.0,0.1796614898413613,0.1796614898413613
2.0,-2400.189334147448,2.0,351.5336771640652,56.95914871692017,57.331933182377675,0.0013564072227824878,0.0013564072227824878
3.0,-2404.581139354963,2.0,351.4905436615128,56.38119210345099,57.33956014411851,0.004708073626492512,0.004708073626492512
4.0,-2419.4435421603393,2.0,351.3466798895173,55.2150085271363,57.36692529340827,0.0003763666235763765,0.0003763666235763765
5.0,-2420.5903405370354,2.0,351.335373434317,54.6489588728383,57.36919384508932,0.000868239388578688,0.000868239388578688
6.0,-2423.1800812428246,2.0,351.3104267144825,54.17468598323775,57.37446025887011,0.0007127037631095477,0.0007127037631095477
7.0,-2425.2696261958736,2.0,351.2905940450634,53.74220386309347,57.378445860755555,0.0021126776461649443,0.0021126776461649443
8.0,-2431.3528813421954,2.0,351.2337082727969,53.299149259938055,57.3904324683,0.001431442810090623,0.001431442810090623
9.0,-2435.4109171358523,2.0,351.19572694567034,52.58275070053573,57.39829498354614,0.0003998843956438706,0.0003998843956438706
10.0,-2436.5159338703743,2.0,351.18567852669844,52.147657013576186,57.400266494556455,0.0017245332407072255,0.0017245332407072255
11.0,-2441.1937590400803,2.0,351.1420487344772,51.37303491500329,57.40792860720679,0.0009623176080061686,0.0009623176080061686
12.0,-2443.7299468515967,2.0,351.11910946571896,50.91722146466949,57.41229437931012,0.0044971168428332466,0.0044971168428332466
13.0,-2455.312669521134,2.0,351.01636791262456,49.75462828380597,57.43111322724445,0.002635557925633516,0.002635557925633516
14.0,-2461.8120265872994,2.0,350.9609877260398,48.78131281773009,57.4411502170604,0.0047534462923359486,0.0047534462923359486
15.0,-2473.045649368786,2.0,350.86993436942623,47.9025582588692,57.460193543401296,0.0006706912357282549,0.0006706912357282549
16.0,-2474.5831829867493,2.0,350.8573892185102,47.23628199477004,57.463011595423126,0.0031638116104313373,0.0031638116104313373
17.0,-2481.6101974259172,2.0,350.80295796584215,46.49697886946761,57.47452802466215,0.005865713676219048,0.005865713676219048
18.0,-2494.185330248887,2.0,350.7089035406576,45.52618232644695,57.49717308191553,0.002288461357054646,0.002288461357054646
19.0,-2498.9131276781536,2.0,350.67342996666264,44.94331314967438,57.505739333290734,0.003653211839135134,0.003653211839135134
20.0,-2506.254178151881,2.0,350.62020350148,44.26012851948343,57.51829520509681,0.003748633441151066,0.003748633441151066
21.0,-2513.5590693723725,2.0,350.5666398245528,43.762903681823474,57.53187888657516,0.0010791535166757669,0.0010791535166757669
