iter,val,proj,gnorm,dnorm,step,maxstep
1.0,858.4066570795148,1.0,599.6531363763467,259.75884644214204,0.031074039959527122,0.031074039959527122
2.0,-955.308228337532,2.0,577.0826345003845,192.9446093535629,4.8451972942650614e-05,4.8451972942650614e-05
3.0,-957.1116817346883,2.0,577.0623586064779,192.4806316538699,0.00015317928301559268,0.00015317928301559268
4.0,-962.7838312208974,2.0,576.998649384336,191.9087822573432,9.033511763551184e-05,9.033511763551184e-05
5.0,-966.1097629876772,2.0,576.9613888850507,191.43271751745544,0.0001908791995457095,0.0001908791995457095
6.0,-973.1003112247836,2.0,576.883333446462,190.7990894396484,7.564210982202087e-06,7.564210982202087e-06
7.0,-973.3756739785954,2.0,576.8802643382303,190.40127017082173,0.00014687542516936372,0.00014687542516936372
8.0,-978.6976771662439,2.0,576.8210320016981,189.69186032030908,4.0173276442147144e-05,4.0173276442147144e-05
9.0,-980.1430377106567,2.0,576.8048447448764,189.1888852388405,0.0002745658262729343,0.0002745658262729343
10.0,-989.9613908730939,2.0,576.6946906662774,188.64060261536738,3.023665653996285e-05,3.023665653996285e-05
11.0,-991.0372627815605,2.0,576.6827437198755,188.12361822051722,8.673902769609747e-06,8.673902769609747e-06
12.0,-991.3442276721448,2.0,576.6793216083674,187.66665453167232,0.00044977048994162205,0.00044977048994162205
13.0,-1007.1609954807786,2.0,576.5026979195192,186.68101316856956,0.00011270520418058749,0.00011270520418058749
14.0,-1011.0872880169641,2.0,576.4588249802202,186.04783467261976,5.771747258368643e-06,5.771747258368643e-06
15.0,-1011.2870662976156,2.0,576.4565959348467,185.52440220478172,1.7611451231299566e-05,1.7611451231299566e-05
16.0,-1011.893204889242,2.0,576.4498420637249,185.1192956860003,8.442760768545286e-05,8.442760768545286e-05
17.0,-1014.785662538729,2.0,576.4175950976503,184.53863301237175,9.249338054975372e-05,9.249338054975372e-05
18.0,-1017.9345188603293,2.0,576.3825145121201,184.04409568470007,9.606555521874318e-05,9.606555521874318e-05
19.0,-1021.1874456244718,2.0,576.3463152766665,183.48551266487047,7.923174604641337e-05,7.923174604641337e-05
20.0,-1023.8542415318257,2.0,576.3166417605605,183.05393898756265,7.494373118812344e-05,7.494373118812344e-05
21.0,-1026.3648970718627,2.0,576.2888041221814,182.4638158132722,0.00015035238640948945,0.00015035238640948945
22.0,-1031.3681245253238,2.0,576.2334344339117,181.9237265655401,7.615645465751884e-06,7.615645465751884e-06
23.0,-1031.620167519368,2.0,576.2306377206194,181.4331414072499,0.0002584950772267445,0.0002584950772267445
24.0,-1040.1221365480442,2.0,576.136443772214,180.66712842423323,0.00014931426778602385,0.00014931426778602385
25.0,-1044.9934761445616,2.0,576.0822449961115,180.0153378115375,9.7175087100473e-05,9.7175087100473e-05
26.0,-1048.141489161772,2.0,576.0470264671071,179.42696637976536,1.3679922937425442e-05,1.3679922937425442e-05
27.0,-1048.581881468917,2.0,576.0421064409592,179.05619522968288,7.192143525686922e-05,7.192143525686922e-05
28.0,-1050.8872247028676,2.0,576.0163143110684,178.57609019799784,3.475012210081217e-05,3.475012210081217e-05
29.0,-1051.9952611379076,2.0,576.0039066290474,178.1189695360197,5.966165833535615e-05,5.966165833535615e-05
30.0,-1053.8877432358536,2.0,575.98266660081,177.52729369403497,3.9596275794662923e-05,3.9596275794662923e-05
31.0,-1055.135496737093,2.0,575.9685315866953,177.02205758971257,1.314181736458502e-06,1.314181736458502e-06
32.0,-1055.1766788232703,2.0,575.9680655611535,176.7072885031717,2.201401619516315e-05,2.201401619516315e-05
33.0,-1055.8640277792833,2.0,575.9603164893616,176.19470541340053,4.7870949606637465e-05,4.7870949606637465e-05
34.0,-1057.3499306166023,2.0,575.9435917632893,175.6947160827004,0.0001113254790149078,0.0001113254790149078
35.0,-1060.7851565550945,2.0,575.9049715677675,175.09962042291298,7.105331216795037e-05,7.105331216795037e-05
36.0,-1062.9631410053416,2.0,575.8803527549721,174.79357206519455,9.248955887847378e-06,9.248955887847378e-06
37.0,-1063.245714020919,2.0,575.8771852660612,174.47760556202584,8.016980030120567e-05,8.016980030120567e-05
38.0,-1065.6856498623742,2.0,575.8499557843428,174.00292009001038,3.922214063111954e-05,3.922214063111954e-05
39.0,-1066.8730300573607,2.0,575.8367052029429,173.6082346974551,3.409276361030919e-05,3.409276361030919e-05
40.0,-1067.900467882745,2.0,575.8252607338277,173.15643491594378,0.000333993007349179,0.000333993007349179
41.0,-1077.9039578418274,2.0,575.7136646909815,172.446849337716,1.493485734643068e-05,1.493485734643068e-05
42.0,-1078.3480683115022,2.0,575.7087050558753,172.1573922745801,0.00019432761512579904,0.00019432761512579904
43.0,-1084.1040479228795,2.0,575.6442006305662,171.58911738204299,5.18136834571046e-05,5.18136834571046e-05
44.0,-1085.6293402145825,2.0,575.6271302910525,171.13464199037082,7.345445188501159e-06,7.345445188501159e-06
45.0,-1085.8444617806254,2.0,575.6247220849499,170.6311724238537,2.1295567782496426e-05,2.1295567782496426e-05
46.0,-1086.4644405306167,2.0,575.6177957314079,170.37844936674705,9.840759978226424e-05,9.840759978226424e-05
47.0,-1089.3202152624576,2.0,575.5857411697142,169.88837386867593,2.312795690846244e-05,2.312795690846244e-05
48.0,-1089.9876874689362,2.0,575.5782459457218,169.52940708270364,7.601420536019189e-05,7.601420536019189e-05
49.0,-1092.1718353417796,2.0,575.5536703684943,169.0155618414353,1.0557048566966637e-05,1.0557048566966637e-05
50.0,-1092.4734008249175,2.0,575.550262861672,168.7654243062839,0.00011058245090804564,0.00011058245090804564
51.0,-1095.6219062297218,2.0,575.5144864464645,168.33937071799244,2.0356730846084565e-05,2.0356730846084565e-05
52.0,-1096.1987419906918,2.0,575.5079158296824,167.99925658107472,2.1163360974766514e-05,2.1163360974766514e-05
53.0,-1096.796012582453,2.0,575.501135487654,167.50919381010647,5.384281872023577e-06,5.384281872023577e-06
54.0,-1096.947089422521,2.0,575.4994223627706,167.0369845728946,0.0001416406524411304,0.0001416406524411304
55.0,-1100.8973324597964,2.0,575.4543372713044,166.6233556084803,0.00016592506651154915,0.00016592506651154915
56.0,-1105.5016275424518,2.0,575.4021493849816,166.02713747442934,0.00028395802713498166,0.00028395802713498166
57.0,-1113.3221412263993,2.0,575.313224876313,165.29093810306244,9.355723533090691e-05,9.355723533090691e-05
58.0,-1115.877497188486,2.0,575.2842194115343,164.81807998279956,1.8517225501445766e-05,1.8517225501445766e-05
59.0,-1116.3804892215894,2.0,575.2785026159805,164.48958487149244,6.074582388387147e-06,6.074582388387147e-06
60.0,-1116.5448450922154,2.0,575.2766409018543,164.10908943159228,4.2523836853849834e-05,4.2523836853849834e-05
61.0,-1117.6899405043478,2.0,575.2636591306008,163.5741189390222,5.971749124586044e-06,5.971749124586044e-06
62.0,-1117.84972066119,2.0,575.2618519623295,163.20958543437257,0.0003030795393075364,0.0003030795393075364
63.0,-1125.9155268159739,2.0,575.1706908699774,162.62617188371098,0.00015854927567081407,0.00015854927567081407
64.0,-1130.1067125509899,2.0,575.1235927537094,162.15989483261586,0.00020146637276303618,0.00020146637276303618
65.0,-1135.4012305440515,2.0,575.0643502009915,161.54011743768982,4.7060715217481567e-05,4.7060715217481567e-05
66.0,-1136.6291162890366,2.0,575.0506244047663,161.09958533968464,3.905791925123245e-05,3.905791925123245e-05
67.0,-1137.6426707565138,2.0,575.0392653515545,160.89230023390496,7.381698140117003e-05,7.381698140117003e-05
68.0,-1139.5531018071329,2.0,575.0181016828295,160.36902673777482,2.195009215509092e-05,2.195009215509092e-05
69.0,-1140.1175822788719,2.0,575.0118609894259,160.02715843128473,7.987960417559409e-05,7.987960417559409e-05
70.0,-1142.1627092250865,2.0,574.9893206522828,159.65350438950782,4.694495263519523e-06,4.694495263519523e-06
71.0,-1142.2823666848008,2.0,574.9880073747413,159.17076006190487,0.00023013486269160996,0.00023013486269160996
72.0,-1148.1089257169128,2.0,574.924185735624,158.69269871796516,3.988562707794603e-05,3.988562707794603e-05
73.0,-1149.1132620991193,2.0,574.9131601190932,158.39434570704594,0.0001234533287725784,0.0001234533287725784
74.0,-1152.2094298614852,2.0,574.8790857203716,157.9872764816367,0.00011106124149119039,0.00011106124149119039
75.0,-1154.980614526703,2.0,574.8485153262814,157.62143296856365,0.00028813249828900665,0.00028813249828900665
76.0,-1162.1331052800879,2.0,574.7701178923473,157.00245230711684,0.00012062535925909902,0.00012062535925909902
77.0,-1165.105448742967,2.0,574.7375464400093,156.46198625775662,0.0003031872184984022,0.0003031872184984022
78.0,-1172.5210262889432,2.0,574.656479059089,156.01847890092552,3.0429265834967e-05,3.0429265834967e-05
79.0,-1173.2616632571871,2.0,574.6483437484711,155.71072871986584,0.00016567011168763457,0.00016567011168763457
80.0,-1177.276557351412,2.0,574.6041041453129,155.0789520563616,2.263863765455821e-05,2.263863765455821e-05
81.0,-1177.8209692956711,2.0,574.598034754915,154.65827105811886,6.684045782977442e-05,6.684045782977442e-05
82.0,-1179.41943023888,2.0,574.5801338551562,154.13894823728896,0.0003557308343682411,0.0003557308343682411
83.0,-1187.8624858037915,2.0,574.4858878509783,153.4669357653798,6.113710297997818e-05,6.113710297997818e-05
84.0,-1189.302139474053,2.0,574.4698043546153,152.9435227819285,0.00014769004086523588,0.00014769004086523588
85.0,-1192.7553900036687,2.0,574.4313484741822,152.36362758975048,0.00011763103765399883,0.00011763103765399883
86.0,-1195.4852273153,2.0,574.4006658016808,152.0130905990127,0.00041759905170591196,0.00041759905170591196
87.0,-1205.1235083121223,2.0,574.2931027569567,151.2884346522478,2.3420142243088886e-05,2.3420142243088886e-05
88.0,-1205.6595170176838,2.0,574.2871099203435,151.11573423826115,0.00015193941959900118,0.00015193941959900118
89.0,-1209.1276987908677,2.0,574.2480974541025,150.62442941485003,0.00018348281792236165,0.00018348281792236165
90.0,-1213.288335734425,2.0,574.2011963635664,150.2908187147106,0.0002614726381138348,0.0002614726381138348
91.0,-1219.1899465942201,2.0,574.1343672746975,149.93291175363169,7.92939538929356e-07,7.92939538929356e-07
92.0,-1219.2077717387479,2.0,574.1341642162325,149.54033768566217,8.776235681184318e-05,8.776235681184318e-05
93.0,-1221.1698579186645,2.0,574.1118458801169,149.16333851628255,2.5803930649356973e-05,2.5803930649356973e-05
94.0,-1221.743946280245,2.0,574.1053254072806,148.7890671372653,0.00018356437551714908,0.00018356437551714908
95.0,-1225.8056451295065,2.0,574.059204412251,148.19653842449364,0.0002525916813848914,0.0002525916813848914
96.0,-1231.3491989213153,2.0,573.9956267030153,147.67308326577466,5.231334003724633e-05,5.231334003724633e-05
97.0,-1232.4898475064765,2.0,573.9825189589388,147.30965554724176,6.249197139482182e-05,6.249197139482182e-05
98.0,-1233.8456961740385,2.0,573.9669202983142,146.96036900787396,1.7360760458505703e-05,1.7360760458505703e-05
99.0,-1234.220624545244,2.0,573.9625999318984,146.74049354812607,0.00022569992926758762,0.00022569992926758762
100.0,-1239.0775444889368,2.0,573.9070827551915,146.24692850692418,0.000105952045135769,0.000105952045135769
101.0,-1241.3430039210016,2.0,573.8811748072372,145.8226377593332,2.1577217456410537e-06,2.1577217456410537e-06
102.0,-1241.3888859663475,2.0,573.8806490052922,145.4803188143662,0.00022572404696925358,0.00022572404696925358
103.0,-1246.1632751774368,2.0,573.8258257273826,145.01566083326966,3.367287797773551e-05,3.367287797773551e-05
104.0,-1246.8713355147493,2.0,573.8177171727375,144.70352029479895,3.873181213545864e-05,3.873181213545864e-05
105.0,-1247.6822600226237,2.0,573.8084529949407,144.46321990167687,0.00030855687100278463,0.00030855687100278463
106.0,-1254.1163697654706,2.0,573.735539000427,144.07189651286436,2.4243619617153824e-05,2.4243619617153824e-05
107.0,-1254.6195549520803,2.0,573.7297996579229,143.7185119868137,9.047174237131025e-05,9.047174237131025e-05
108.0,-1256.4877981557447,2.0,573.708474331705,143.26631580990778,0.00022735750615402405,0.00022735750615402405
109.0,-1261.1515252660752,2.0,573.6548976933353,142.66460604674697,0.00028567129995917966,0.00028567129995917966
110.0,-1266.9613950169123,2.0,573.5884112090346,142.12499500442055,1.6661212082244926e-05,1.6661212082244926e-05
111.0,-1267.2979284228973,2.0,573.5845574545089,141.85134521640612,9.823592558641467e-05,9.823592558641467e-05
112.0,-1269.274095057875,2.0,573.5618414789847,141.47571651774183,1.016065845022941e-07,1.016065845022941e-07
