iter,val,proj,gnorm,dnorm,xnorm,step,maxstep
1.0,15.000000000000227,0.0,472.3998096498046,6.091341533235816,6.123724356957945,0.1735833146824614,1.0
2.0,-163.02537069247546,0.0,469.84933789136966,5.025019527367412,6.207984263790935,0.17354573517299826,1.0
3.0,-305.26009578645426,0.0,467.80647879345435,4.145970941041496,6.4063499013828125,0.1737443921947155,1.0
4.0,-419.63750709638884,0.0,466.15990161901544,3.4267539236322615,6.648657694509403,0.1745384866750021,1.0
5.0,-512.3132828063287,0.0,464.8232954196679,2.8301749106040313,6.896780690011066,0.17564052225806412,1.0
6.0,-587.7449107817417,0.0,463.7329145326178,2.3399940856618433,7.12993529113151,0.17745297106217442,1.0
7.0,-649.5021568999186,0.0,462.8383238205632,1.9349460986381162,7.340027736631608,0.17995698823676926,1.0
8.0,-700.2796684087191,0.0,462.101191781352,1.5996177404454681,7.524853102178189,0.18340506603254766,1.0
9.0,-742.2056244434093,0.0,461.49100446080257,1.3204535861814157,7.685045302740136,0.18775845425844653,1.0
10.0,-776.8990318553608,0.0,460.98501470072756,1.0855186639812755,7.8225734947679,0.19245833576231455,1.0
11.0,-805.5372321795321,0.0,460.5665911427346,0.8882785301102868,7.939376757196428,0.19751417110480127,1.0
12.0,-829.1016589684053,0.0,460.22173715521,0.7240758069877945,8.037629842454267,0.2034485813200208,1.0
13.0,-848.4639901158878,0.0,459.93795959166545,0.5867350171614768,8.11972523584637,0.2099574950573774,1.0
14.0,-864.3018465361944,0.0,459.7054856783986,0.472313532216821,8.187731600660465,0.21713666225677836,1.0
15.0,-877.1894792269615,0.0,459.5160343355278,0.3775692481464631,8.243582688982045,0.2252824914730735,1.0
16.0,-887.6222002037182,0.0,459.3624613038613,0.29940969791580546,8.289080054467565,0.23457483654671898,1.0
17.0,-896.0150315009917,0.0,459.23876131615464,0.23524503847816108,8.325819806375597,0.2452933026270507,1.0
18.0,-902.717815751836,0.0,459.1398573885115,0.182882097609229,8.35520778222518,0.2578771092276967,1.0
19.0,-908.0265307688834,0.0,459.0614426564472,0.14044760980839283,8.378474952962149,0.2730351229822996,1.0
20.0,-912.1919343353319,0.0,458.99985924881116,0.10633184721807704,8.396692231311084,0.29196045923236885,1.0
21.0,-915.426321912867,0.0,458.9520033829633,0.07914641840640989,8.410784508094416,0.3167832458169668,1.0
22.0,-917.9089421257239,0.0,458.915249151233,0.05769163021052489,8.421543982881746,0.3516307860469527,1.0
23.0,-919.7904354489706,0.0,458.887386014899,0.04092965586699385,8.429642857489346,0.40548934256812247,1.0
24.0,-921.1964725363803,0.0,458.8665678829202,0.026841501734177386,8.435645168328325,0.46900299681981306,1.0
25.0,-922.1629403746279,0.0,458.85241119786565,0.015864382336384028,8.439735178807728,0.5372389156052332,1.0
26.0,-922.7506411620881,0.0,458.8439787010536,0.008385317515302717,8.442196481986784,0.6220796502280225,1.0
27.0,-923.0655025744948,0.0,458.83954695798565,0.003808437603910818,8.44349761912647,0.74228674437866,1.0
28.0,-923.2074752311156,0.0,458.8375860095427,0.0014024815680716298,8.444079279400079,0.9832006175701757,1.0
29.0,-923.2559362451614,0.0,458.83693497645385,0.00038913428158885804,8.444285742735714,0.0,0.0
