0.11,9,0.05,0.577197805192219
0.11,9,0.075,0.5753085100918488
0.11,9,0.1,0.5744877717355757
0.11,10,0.05,0.5596365819265715
0.11,10,0.075,0.5580267893853007
0.11,10,0.1,0.5569101234348116
0.11,11,0.05,0.5438218587257045
0.11,11,0.075,0.54187890777295
0.11,11,0.1,0.5415839009422768
0.15,9,0.05,0.43830249327766696
0.15,9,0.075,0.43853069120201865
0.15,9,0.1,0.4404472966108508
0.15,10,0.05,0.4205456668933141
0.15,10,0.075,0.42141995475878846
0.15,10,0.1,0.42378823098336377
0.15,11,0.05,0.4054403621151536
0.15,11,0.075,0.40637957703549604
0.15,11,0.1,0.40833815603915996
0.17,9,0.05,0.38544448946362136
0.17,9,0.075,0.3859718127770426
0.17,9,0.1,0.38769574344122293
0.17,10,0.05,0.36857680038364243
0.17,10,0.075,0.36964942159600617
0.17,10,0.1,0.37277032507481556
0.17,11,0.05,0.35363189297080244
0.17,11,0.075,0.3548430227137069
0.17,11,0.1,0.3568998876569914
