0.08,15.0,0.0075,5000,1.1179336321356554
0.08,15.0,0.01,5000,1.1194131359743655
0.08,15.0,0.0125,5000,1.1175333484012722
0.08,15.0,0.015,5000,1.116923163821105
0.08,15.0,0.0175,5000,1.118362029760579
0.08,15.0,0.02,5000,1.1179245621269727
0.08,17.5,0.0075,5000,1.1158988129015448
0.08,17.5,0.01,5000,1.117202659375714
0.08,17.5,0.0125,5000,1.1161272218870286
0.08,17.5,0.015,5000,1.1191847619327235
0.08,17.5,0.0175,5000,1.1180939725274623
0.08,17.5,0.02,5000,1.1174359649609646
0.08,20.0,0.0075,5000,1.1180592630238817
0.08,20.0,0.01,5000,1.1183674610297667
0.08,20.0,0.0125,5000,1.1172772848888741
0.08,20.0,0.015,5000,1.117173949678085
0.08,20.0,0.0175,5000,1.1201146233249808
0.08,20.0,0.02,5000,1.1200293119219076
0.08,22.5,0.0075,5000,1.1185970489294483
0.08,22.5,0.01,5000,1.117351726945552
0.08,22.5,0.0125,5000,1.1160229096102927
0.08,22.5,0.015,5000,1.1191859634086023
0.08,22.5,0.0175,5000,1.1177703839532749
0.08,22.5,0.02,5000,1.1172666899828292
0.08,25.0,0.0075,5000,1.1158607612912623
0.08,25.0,0.01,5000,1.1154049995589477
0.08,25.0,0.0125,5000,1.1164215494446126
0.08,25.0,0.015,5000,1.1178313005301495
0.08,25.0,0.0175,5000,1.1151959199368302
0.08,25.0,0.02,5000,1.1178138553951054
0.09,15.0,0.0075,5000,1.1183569624857364
0.09,15.0,0.01,5000,1.117157087383122
0.09,15.0,0.0125,5000,1.1175569012785194
0.09,15.0,0.015,5000,1.116512863212
0.09,15.0,0.0175,5000,1.116690579809857
0.09,15.0,0.02,5000,1.1172979944209942
0.09,17.5,0.0075,5000,1.1143119074940717
0.09,17.5,0.01,5000,1.1140198791778315
0.09,17.5,0.0125,5000,1.115078772101018
0.09,17.5,0.015,5000,1.1177430538304571
0.09,17.5,0.0175,5000,1.1170974703841268
0.09,17.5,0.02,5000,1.1189949592501696
0.09,20.0,0.0075,5000,1.1152516395583916
0.09,20.0,0.01,5000,1.111331956279918
0.09,20.0,0.0125,5000,1.1133445755817306
0.09,20.0,0.015,5000,1.1163107739562763
0.09,20.0,0.0175,5000,1.1128601712360284
0.09,20.0,0.02,5000,1.1166039225529436
0.09,22.5,0.0075,5000,1.1154775515627775
0.09,22.5,0.01,5000,1.1157066947860697
0.09,22.5,0.0125,5000,1.1160103880343037
0.09,22.5,0.015,5000,1.1162047390768903
0.09,22.5,0.0175,5000,1.1187023606338824
0.09,22.5,0.02,5000,1.1130204154530154
0.09,25.0,0.0075,5000,1.1216585620010247
0.09,25.0,0.01,5000,1.1209992305320744
0.09,25.0,0.0125,5000,1.1209003563479858
0.09,25.0,0.015,5000,1.1179030141277453
0.09,25.0,0.0175,5000,1.1200637832477358
0.09,25.0,0.02,5000,1.119476196651558
0.1,15.0,0.0075,5000,1.1181167321595302
0.1,15.0,0.01,5000,1.1183195872477298
0.1,15.0,0.0125,5000,1.119185291540042
0.1,15.0,0.015,5000,1.1196336233479707
0.1,15.0,0.0175,5000,1.1185196343769366
0.1,15.0,0.02,5000,1.1183455215548979
0.1,17.5,0.0075,5000,1.1181985623525943
0.1,17.5,0.01,5000,1.1173713777654777
0.1,17.5,0.0125,5000,1.1173239287672312
0.1,17.5,0.015,5000,1.1153195605031332
0.1,17.5,0.0175,5000,1.1153870363504081
0.1,17.5,0.02,5000,1.1131233839663606
0.1,20.0,0.0075,5000,1.1204635789411916
0.1,20.0,0.01,5000,1.1178631072823129
0.1,20.0,0.0125,5000,1.1188635954896422
0.1,20.0,0.015,5000,1.117071041151499
0.1,20.0,0.0175,5000,1.1155037631860256
0.1,20.0,0.02,5000,1.1213793394518508
0.1,22.5,0.0075,5000,1.1182318132931919
0.1,22.5,0.01,5000,1.1189520312296162
0.1,22.5,0.0125,5000,1.1197238927166342
0.1,22.5,0.015,5000,1.1212022543383537
0.1,22.5,0.0175,5000,1.1186075895562113
0.1,22.5,0.02,5000,1.1186308514772139
0.1,25.0,0.0075,5000,1.1262677823538763
0.1,25.0,0.01,5000,1.1225378280433158
0.1,25.0,0.0125,5000,1.1194766904018734
0.1,25.0,0.015,5000,1.1151788281000152
0.1,25.0,0.0175,5000,1.1214324614475728
0.1,25.0,0.02,5000,1.1203798354415928
0.11,15.0,0.0075,5000,1.12095333096781
0.11,15.0,0.01,5000,1.121843679345652
0.11,15.0,0.0125,5000,1.121782984489952
0.11,15.0,0.015,5000,1.1225307990717484
0.11,15.0,0.0175,5000,1.1203415823314924
0.11,15.0,0.02,5000,1.1225727221680124
0.11,17.5,0.0075,5000,1.1198914208880657
0.11,17.5,0.01,5000,1.119866284604955
0.11,17.5,0.0125,5000,1.118784786224653
0.11,17.5,0.015,5000,1.1173832219754498
0.11,17.5,0.0175,5000,1.120754047988761
0.11,17.5,0.02,5000,1.1264398122046841
0.11,20.0,0.0075,5000,1.1213439880320035
0.11,20.0,0.01,5000,1.1209510379824656
0.11,20.0,0.0125,5000,1.1203621503381227
0.11,20.0,0.015,5000,1.1207750797089624
0.11,20.0,0.0175,5000,1.1189586124294408
0.11,20.0,0.02,5000,1.1215826769103234
0.11,22.5,0.0075,5000,1.1239257525739492
0.11,22.5,0.01,5000,1.1216268962802078
0.11,22.5,0.0125,5000,1.1210831668344075
0.11,22.5,0.015,5000,1.1206863991406804
0.11,22.5,0.0175,5000,1.1229884293750059
0.11,22.5,0.02,5000,1.1234097948634978
