0.05,10,0.005,0.8167081731908928
0.05,10,0.005,0.8167081731908928
0.05,10,0.01,0.8160973883311646
0.05,10,0.1,0.8108595079566462
0.05,20,0.005,0.7384509513784424
0.05,20,0.01,0.7372590827454782
0.05,20,0.1,0.733722933582738
0.05,30,0.005,0.6962331188019579
0.05,30,0.01,0.7031980416416957
0.05,30,0.1,0.6970252985519174
0.1,10,0.005,0.5850676772654301
0.1,10,0.01,0.5838621787605759
0.1,10,0.1,0.5777965857989159
0.1,20,0.005,0.4706746418524195
0.1,20,0.01,0.4723359351113697
0.1,20,0.1,0.46639508473888786
0.1,30,0.005,0.41169239771220173
0.1,30,0.01,0.4111855619808422
0.1,30,0.1,0.40856995919965877
0.5,10,0.005,0.039885128633592476
0.5,10,0.01,0.03957859078547462
0.5,10,0.1,0.052217918920279494
0.5,20,0.005,0.005243529426205783
0.5,20,0.01,0.005651370118276868
0.5,20,0.1,0.020725168066992653
0.5,30,0.005,0.0007814841842289974
0.5,30,0.01,0.0007456047779255988
0.5,30,0.1,0.017129696164810446
