0.05,1,0.01,36.416200346830145
0.05,1,0.1,36.41040234876668
0.05,1,0.5,36.43802700700948
0.05,10,0.01,37.09502783105352
0.05,1,0.01,1.1646975085485092
0.05,1,0.1,1.15683822571366
0.05,1,0.5,1.166598130714247
0.05,10,0.01,0.8477678384300269
0.05,10,0.1,0.8404368030271021
0.05,10,0.5,0.8552522178413652
0.05,20,0.01,0.7638340578794457
0.05,20,0.1,0.7603902211584378
0.05,20,0.5,0.7762279283218011
0.1,1,0.01,0.9917028528842148
0.1,1,0.1,0.9920644452739674
0.1,1,0.5,1.0068494475331802
0.1,10,0.01,0.6063510828328532
0.1,10,0.1,0.5965984720613257
0.1,10,0.5,0.6409535756284099
0.1,20,0.01,0.49518903361112426
0.1,20,0.1,0.4900606631669904
0.1,20,0.5,0.5608049712890333
0.5,1,0.01,1.1929508007799419
0.5,1,0.1,1.186910210867808
0.5,1,0.5,1.2941069905375706
0.5,10,0.01,0.03168406679363035
0.5,10,0.1,0.04419219878028457
0.5,10,0.5,0.2791546443109895
0.5,20,0.01,0.00537872171524054
0.5,20,0.1,0.021078686369961075
0.5,20,0.5,0.2560546784021437
